institution,period,euro,doi,publicationTitle,authorNames,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,issn_l,license_ref,indexed_in_crossref,pmid,pmcid,ut,url,doaj
Leipzig U,2020,1467.15,10.3390/ijms21020462,Divergent Evolution of Eukaryotic CC- and A-Adding Enzymes,"Erber, Lieselotte;Franz, Paul;Betat, Heike;Prohaska, Sonja;Mörl, Mario",FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,,1422-0067,1422-0067,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,31936900,PMC7014341,ut:000515380000092,https://www.mdpi.com/1422-0067/21/2/462/pdf,TRUE
Leipzig U,2020,1354.21,10.3390/diagnostics10110978,The Diagnostic Performance of Interleukin-6 and C-Reactive Protein for Early Identification of Neonatal Sepsis,"Tessema, Belay;Lippmann, Norman;Willenberg, Anja;Knüpfer, Matthias;Sack, Ulrich;König, Brigitte",FALSE,MDPI AG,Diagnostics,2075-4418,,2075-4418,2075-4418,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33233806,PMC7699903,ut:000592702300001,https://www.mdpi.com/2075-4418/10/11/978/pdf,TRUE
Leipzig U,2020,1813.25,10.3389/fpsyt.2020.00563,"Is There an Association or Not?—Investigating the Association of Depressiveness, Physical Activity, Body Composition and Sleep With Mediators of Inflammation","Schmidt, Frank M.;Mergl, Roland;Minkwitz, Juliane;Holdt, Lesca M.;Teupser, Daniel;Hegerl, Ulrich;Himmerich, Hubertus;Sander, Christian",FALSE,Frontiers Media SA,Frontiers in Psychiatry,1664-0640,,1664-0640,1664-0640,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32670105,PMC7330708,ut:000551778200001,https://www.frontiersin.org/article/10.3389/fpsyt.2020.00563/full,TRUE
Leipzig U,2020,1950.15,10.3389/fgene.2020.575049,Genetics of Obesity in East Asians,"Sun, Chang;Kovacs, Peter;Guiu-Jurado, Esther",FALSE,Frontiers Media SA,Frontiers in Genetics,1664-8021,,1664-8021,1664-8021,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33193685,PMC7606890,ut:000583826500001,https://www.frontiersin.org/articles/10.3389/fgene.2020.575049/full,TRUE
Leipzig U,2020,1494.64,10.1186/s40813-020-00150-6,A critical review speculating on the protective efficacies of autogenous Streptococcus suis bacterins as used in Europe,"Rieckmann, Karoline;Pendzialek, Sophia-Mareike;Vahlenkamp, Thomas;Baums, Christoph G.",FALSE,Springer Nature,Porcine Health Management,2055-5660,,2055-5660,2055-5660,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32391166,PMC7201539,ut:000531639700001,https://link.springer.com/content/pdf/10.1186/s40813-020-00150-6.pdf,TRUE
Leipzig U,2020,1547.67,10.3390/foods9121841,Comprehensive Profiling of the Native and Modified Peptidomes of Raw Bovine Milk and Processed Milk Products,"Wölk, Michele;Milkovska-Stamenova, Sanja;Hoffmann, Ralf",FALSE,MDPI AG,Foods,2304-8158,,2304-8158,2304-8158,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33321979,PMC7763055,ut:000602177400001,https://www.mdpi.com/2304-8158/9/12/1841/pdf,TRUE
Leipzig U,2020,1741.13,10.3390/pharmaceutics12121192,Sustained Calcium(II)-Release to Impart Bioactivity in Hybrid Glass Scaffolds for Bone Tissue Engineering,"Kuzmenka, Dzmitry;Sewohl, Claudia;König, Andreas;Flath, Tobias;Hahnel, Sebastian;Schulze, Fritz Peter;Hacker, Michael C.;Schulz-Siegmund, Michaela",FALSE,MDPI AG,Pharmaceutics,1999-4923,,1999-4923,1999-4923,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33302527,PMC7764395,ut:000602330600001,https://www.mdpi.com/1999-4923/12/12/1192/pdf,TRUE
Leipzig U,2020,1940.88,10.3390/cells9092069,"Autologous, Non-Invasively Available Mesenchymal Stem Cells from the Outer Root Sheath of Hair Follicle Are Obtainable by Migration from Plucked Hair Follicles and Expandable in Scalable Amounts","Li, Hanluo;Masieri, Federica Francesca;Schneider, Marie;Kottek, Tina;Hahnel, Sebastian;Yamauchi, Kensuke;Obradović, Danilo;Seon, Jong-Keun;Yun, Sook Jung;Ferrer, Rubén A.;Franz, Sandra;Simon, Jan-Christoph;Lethaus, Bernd;Savković, Vuk",FALSE,MDPI AG,Cells,2073-4409,,2073-4409,2073-4409,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32927740,PMC7564264,ut:000580109600001,https://www.mdpi.com/2073-4409/9/9/2069/pdf,TRUE
Leipzig U,2020,1934.59,10.3390/ma13245588,Tooth-Colored CAD/CAM Materials for Application in 3-Unit Fixed Dental Prostheses in the Molar Area: An Illustrated Clinical Comparison,"Rauch, Angelika;Hahnel, Sebastian;Günther, Elena;Bidmon, Wolfgang;Schierz, Oliver",FALSE,MDPI AG,Materials,1996-1944,,1996-1944,1996-1944,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33302336,PMC7762353,ut:000603511200001,https://www.mdpi.com/1996-1944/13/24/5588/pdf,TRUE
Leipzig U,2020,1523.08,10.1002/brb3.1809,Associations between apparent diffusion coefficient values and histopathological tissue alterations in myopathies,"Meyer, Hans‐Jonas;Schneider, Ilka;Emmer, Alexander;Kornhuber, Malte;Surov, Alexey",FALSE,Wiley-Blackwell,Brain and Behavior,2162-3279,2162-3279,2162-3279,2162-3279,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32860496,PMC7667360,ut:000563645500001,https://onlinelibrary.wiley.com/doi/pdf/10.1002/brb3.1809,TRUE
Leipzig U,2020,1894.48,10.1186/s12995-020-0253-x,Are social conflicts at work associated with depressive symptomatology? Results from the population-based LIFE-Adult-Study,"Zuelke, Andrea E.;Roehr, Susanne;Schroeter, Matthias L.;Witte, A. Veronica;Hinz, Andreas;Engel, Christoph;Enzenbach, Cornelia;Thiery, Joachim;Loeffler, Markus;Villringer, Arno;Riedel-Heller, Steffi G.",FALSE,Springer Nature,Journal of Occupational Medicine and Toxicology,1745-6673,,1745-6673,1745-6673,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32082403,PMC7017627,ut:000514345100001,http://link.springer.com/content/pdf/10.1186/s12995-020-0253-x.pdf,TRUE
Leipzig U,2020,962.81,10.3389/fnsyn.2019.00036,Developmental Increase of Neocortical Presynaptic Efficacy via Maturation of Vesicle Replenishment,"Bornschein, Grit;Brachtendorf, Simone;Schmidt, Hartmut",FALSE,Frontiers Media SA,Frontiers in Synaptic Neuroscience,1663-3563,,1663-3563,1663-3563,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32009937,PMC6974464,ut:000513886400001,https://www.frontiersin.org/article/10.3389/fnsyn.2019.00036/full,TRUE
Leipzig U,2020,1813.25,10.3389/fpsyt.2020.00690,The Cards and Lottery Task: Validation of a New Paradigm Assessing Decision Making Under Risk in Individuals With Severe Obesity,"Schäfer, Lisa;Schmidt, Ricarda;Müller, Silke M.;Dietrich, Arne;Hilbert, Anja",FALSE,Frontiers Media SA,Frontiers in Psychiatry,1664-0640,,1664-0640,1664-0640,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32765324,PMC7378783,ut:000559741800001,https://www.frontiersin.org/article/10.3389/fpsyt.2020.00690/full,TRUE
Leipzig U,2020,1934.55,10.3389/fneur.2020.01050,Single-Center Experience With the Bare p48MW Low-Profile Flow Diverter and Its Hydrophilically Covered Version for Treatment of Bifurcation Aneurysms in Distal Segments of the Anterior and Posterior Circulation,"Schob, Stefan;Kläver, Monika;Richter, Cindy;Scherlach, Cordula;Maybaum, Jens;Mucha, Simone;Schüngel, Marie-Sophie;Hoffmann, Karl Titus;Quaeschling, Ulf",FALSE,Frontiers Media SA,Frontiers in Neurology,1664-2295,,1664-2295,1664-2295,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33071937,PMC7538783,ut:000575491900001,https://www.frontiersin.org/article/10.3389/fneur.2020.01050/full,TRUE
Leipzig U,2020,859.82,10.3390/biomedicines8090350,Mitochondrial Transfer by Human Mesenchymal Stromal Cells Ameliorates Hepatocyte Lipid Load in a Mouse Model of NASH,"Hsu, Mei-Ju;Karkossa, Isabel;Schäfer, Ingo;Christ, Madlen;Kühne, Hagen;Schubert, Kristin;Rolle-Kampczyk, Ulrike E.;Kalkhof, Stefan;Nickel, Sandra;Seibel, Peter;von Bergen, Martin;Christ, Bruno",FALSE,MDPI AG,Biomedicines,2227-9059,,2227-9059,2227-9059,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32937969,PMC7554948,ut:000580268400001,https://www.mdpi.com/2227-9059/8/9/350/pdf,TRUE
Leipzig U,2020,1025.29,10.3390/vetsci7040209,"Seroprevalence of Mycobacterium avium subsp. paratuberculosis in Dairy Cattle in Khartoum State, Sudan","Elmagzoub, Wisal A.;Adam, Nabawia M.;Idris, Sanaa M.;Mukhtar, Mohamed E.;Abdelaziz, Sanaa A.;Okuni, Julius B.;Ojok, Lonzy;Abd El Wahed, Ahmed;Eltayeb, ElSagad;Gameel, Ahmed A.;Eltom, Kamal H.",FALSE,MDPI AG,Veterinary Sciences,2306-7381,,2306-7381,2306-7381,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33371490,PMC7767521,ut:000601816100001,https://www.mdpi.com/2306-7381/7/4/209/pdf,TRUE
Leipzig U,2020,1950.15,10.3389/fphys.2020.575598,Increased Immunosignals of Collagen IV and Fibronectin Indicate Ischemic Consequences for the Neurovascular Matrix Adhesion Zone in Various Animal Models and Human Stroke Tissue,"Michalski, Dominik;Spielvogel, Emma;Puchta, Joana;Reimann, Willi;Barthel, Henryk;Nitzsche, Björn;Mages, Bianca;Jäger, Carsten;Martens, Henrik;Horn, Anja K. E.;Schob, Stefan;Härtig, Wolfgang",FALSE,Frontiers Media SA,Frontiers in Physiology,1664-042X,,1664-042X,1664-042X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33192578,PMC7649770,ut:000587386500001,https://www.frontiersin.org/articles/10.3389/fphys.2020.575598/full,TRUE
Leipzig U,2020,1707.65,10.1371/journal.pone.0227518,Detection of posttraumatic pneumothorax using electrical impedance tomography—An observer-blinded study in pigs with blunt chest trauma,"Girrbach, Felix;Landeck, Tobias;Schneider, Dominic;Reske, Stefan U.;Hempel, Gunther;Hammermüller, Sören;Gottschaldt, Udo;Salz, Peter;Noreikat, Katharina;Stehr, Sebastian N.;Wrigge, Hermann;Reske, Andreas W.",FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,,1932-6203,1932-6203,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,31923268,PMC6953828,ut:000534350000089,https://dx.plos.org/10.1371/journal.pone.0227518,TRUE
Leipzig U,2020,1661.24,10.1186/s12905-020-01009-2,Continuum of sexual and gender-based violence risks among Syrian refugee women and girls in Lebanon,"Roupetz, Sophie;Garbern, Stephanie;Michael, Saja;Bergquist, Harveen;Glaesmer, Heide;Bartels, Susan A.",FALSE,Springer Nature,BMC Women's Health,1472-6874,,1472-6874,1472-6874,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32795272,PMC7427881,ut:000563899100001,https://link.springer.com/content/pdf/10.1186/s12905-020-01009-2.pdf,TRUE
Leipzig U,2020,1561.56,10.3390/microorganisms8071007,Paratuberculosis: A Potential Zoonosis and a Neglected Disease in Africa,"Okuni, Julius Boniface;Hansen, Sören;Eltom, Kamal H.;Eltayeb, ElSagad;Amanzada, Ahmad;Omega, Joseph Amesa;Czerny, Claus Peter;Abd El Wahed, Ahmed;Ojok, Lonzy",FALSE,MDPI AG,Microorganisms,2076-2607,,2076-2607,2076-2607,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32635652,PMC7409332,ut:000557150800001,https://www.mdpi.com/2076-2607/8/7/1007/pdf,TRUE
Leipzig U,2020,1934.59,10.3390/molecules25204724,Capturing Peptide–GPCR Interactions and Their Dynamics,"Kaiser, Anette;Coin, Irene",FALSE,MDPI AG,Molecules,1420-3049,,1420-3049,1420-3049,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33076289,PMC7587574,ut:000585523700001,https://www.mdpi.com/1420-3049/25/20/4724/pdf,TRUE
Leipzig U,2020,2128.04,10.3390/jcm9103257,An Intraoral OCT Probe to Enhanced Detection of Approximal Carious Lesions and Assessment of Restorations,"Schneider, Hartmut;Ahrens, Martin;Strumpski, Michaela;Rüger, Claudia;Häfer, Matthias;Hüttmann, Gereon;Theisen-Kunde, Dirk;Schulz-Hildebrandt, Hinnerk;Haak, Rainer",FALSE,MDPI AG,Journal of Clinical Medicine,2077-0383,,2077-0383,2077-0383,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33053724,PMC7600310,ut:000586274900001,https://www.mdpi.com/2077-0383/9/10/3257/pdf,TRUE
Leipzig U,2020,1644.39,10.3390/genes11101214,Developmental scRNAseq Trajectories in Gene- and Cell-State Space—The Flatworm Example,"Schmidt, Maria;Loeffler-Wirth, Henry;Binder, Hans",FALSE,MDPI AG,Genes,2073-4425,,2073-4425,2073-4425,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33081343,PMC7603055,ut:000587432000001,https://www.mdpi.com/2073-4425/11/10/1214/pdf,TRUE
Leipzig U,2020,2004.02,10.3389/fpsyt.2020.00014,Cognitive-Behavioral Therapy for Postbariatric Surgery Patients With Mental Disorders: A Pilot Study,"Rudolph, Almut;Hilbert, Anja",FALSE,Frontiers Media SA,Frontiers in Psychiatry,1664-0640,,1664-0640,1664-0640,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32116836,PMC7028699,ut:000519012800001,https://www.frontiersin.org/article/10.3389/fpsyt.2020.00014/full,TRUE
Leipzig U,2020,1547.67,10.3390/brainsci11010019,Evidence of fNIRS-Based Prefrontal Cortex Hypoactivity in Obesity and Binge-Eating Disorder,"Rösch, Sarah A.;Schmidt, Ricarda;Lührs, Michael;Ehlis, Ann-Christine;Hesse, Swen;Hilbert, Anja",FALSE,MDPI AG,Brain Sciences,2076-3425,,2076-3425,2076-3425,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33375315,PMC7823505,ut:000609853500001,https://www.mdpi.com/2076-3425/11/1/19/pdf,TRUE
Leipzig U,2020,1270.92,10.1111/jvim.15739,Accuracy of a magnetic resonance imaging‐based 3D printed stereotactic brain biopsy device in dogs,"Gutmann, Sarah;Winkler, Dirk;Müller, Marcel;Möbius, Robert;Fischer, Jean‐Pierre;Böttcher, Peter;Kiefer, Ingmar;Grunert, Ronny;Flegel, Thomas",FALSE,Wiley-Blackwell,Journal of Veterinary Internal Medicine,0891-6640,0891-6640,1939-1676,0891-6640,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32091636,PMC7096628,ut:000515205800001,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fjvim.15739,TRUE
Leipzig U,2020,1735.07,10.3390/jcm9072129,Hormonal Blood Pressure Regulation during General Anesthesia Using a Standardized Propofol Dosage in Children and Adolescents Seems Not to Be Affected by Body Weight,"Hempel, Gunther;Maier, Anne-Marie;Piegeler, Tobias;Stehr, Sebastian N.;Kratzsch, Jürgen;Höhne, Claudia",FALSE,MDPI AG,Journal of Clinical Medicine,2077-0383,,2077-0383,2077-0383,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32640705,PMC7408938,ut:000554303300001,https://www.mdpi.com/2077-0383/9/7/2129/pdf,TRUE
Leipzig U,2020,1832.6,10.1186/s13028-020-00515-5,The influence of equine body weight gain on inflammatory cytokine expressions of adipose tissue in response to endotoxin challenge,"Blaue, Dominique;Schedlbauer, Carola;Starzonek, Janine;Gittel, Claudia;Brehm, Walter;Blüher, Matthias;Pfeffer, Martin;Vervuert, Ingrid",FALSE,Springer Nature,Acta Veterinaria Scandinavica,1751-0147,,1751-0147,0044-605X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32321549,PMC7178607,ut:000530296400001,https://link.springer.com/content/pdf/10.1186/s13028-020-00515-5.pdf,TRUE
Leipzig U,2020,971.71,10.3390/computation8030075,Clustering Improves the Goemans–Williamson Approximation for the Max-Cut Problem,"Rodriguez-Fernandez, Angel E.;Gonzalez-Torres, Bernardo;Menchaca-Mendez, Ricardo;Stadler, Peter F.",FALSE,MDPI AG,Computation,2079-3197,,2079-3197,2079-3197,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,NA,NA,ut:000578210800001,https://www.mdpi.com/2079-3197/8/3/75/pdf,TRUE
Leipzig U,2020,2035.76,10.3390/jcm9061623,Combined Coronary CT-Angiography and TAVI-Planning: A Contrast-Neutral Routine Approach for Ruling-Out Significant Coronary Artery Disease,"Gohmann, Robin F.;Lauten, Philipp;Seitz, Patrick;Krieghoff, Christian;Lücke, Christian;Gottschling, Sebastian;Mende, Meinhard;Weiß, Stefan;Wilde, Johannes;Kiefer, Philipp;Noack, Thilo;Desch, Steffen;Holzhey, David;Borger, Michael A.;Thiele, Holger;Abdel-Wahab, Mohamed;Gutberlet, Matthias",FALSE,MDPI AG,Journal of Clinical Medicine,2077-0383,,2077-0383,2077-0383,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32471233,PMC7356559,ut:000549204300001,https://www.mdpi.com/2077-0383/9/6/1623/pdf,TRUE
Leipzig U,2020,2029.06,10.3390/ijerph17082873,Reflective Functioning of Refugee Mothers with Children Born of Conflict-Related Sexual Violence,"Anderson, Kimberley;van Ee, Elisa",FALSE,MDPI AG,International Journal of Environmental Research and Public Health,1660-4601,,1660-4601,1660-4601,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32326331,PMC7216145,ut:000535744100258,https://www.mdpi.com/1660-4601/17/8/2873/pdf,TRUE
Leipzig U,2020,1939.57,10.3389/fcell.2020.00393,Effect of Nuclear Stiffness on Cell Mechanics and Migration of Human Breast Cancer Cells,"Fischer, Tony;Hayn, Alexander;Mierke, Claudia Tanja",FALSE,Frontiers Media SA,Frontiers in Cell and Developmental Biology,2296-634X,,2296-634X,2296-634X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32548118,PMC7272586,ut:000542142800001,https://www.frontiersin.org/article/10.3389/fcell.2020.00393/full,TRUE
Leipzig U,2020,1902.81,10.1186/s12885-020-06926-x,"Cancer risks in Lynch syndrome, Lynch-like syndrome, and familial colorectal cancer type X: a prospective cohort study","Bucksch, Karolin;Zachariae, Silke;Aretz, Stefan;Büttner, Reinhard;Holinski-Feder, Elke;Holzapfel, Stefanie;Hüneburg, Robert;Kloor, Matthias;von Knebel Doeberitz, Magnus;Morak, Monika;Möslein, Gabriela;Nattermann, Jacob;Perne, Claudia;Rahner, Nils;Schmiegel, Wolff;Schulmann, Karsten;Steinke-Lange, Verena;Strassburg, Christian P.;Vangala, Deepak B.;Weitz, Jürgen;Loeffler, Markus;Engel, Christoph",FALSE,Springer Nature,BMC Cancer,1471-2407,,1471-2407,1471-2407,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32448342,PMC7245918,ut:000537685500005,https://link.springer.com/content/pdf/10.1186/s12885-020-06926-x.pdf,TRUE
Leipzig U,2020,1780.24,10.1186/s12866-020-01823-6,Discovery of 20 novel ribosomal leader candidates in bacteria and archaea,"Eckert, Iris;Weinberg, Zasha",FALSE,Springer Nature,BMC Microbiology,1471-2180,,1471-2180,1471-2180,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32448158,PMC7247131,ut:000536949400003,https://link.springer.com/content/pdf/10.1186/s12866-020-01823-6.pdf,TRUE
Leipzig U,2020,1868.3,10.1038/s41598-020-59059-3,Carboranyl Derivatives of Rofecoxib with Cytostatic Activity against Human Melanoma and Colon Cancer Cells,"Buzharevski, Antonio;Paskaš, Svetlana;Sárosi, Menyhárt-Botond;Laube, Markus;Lönnecke, Peter;Neumann, Wilma;Murganić, Blagoje;Mijatović, Sanja;Maksimović-Ivanić, Danijelа;Pietzsch, Jens;Hey-Hawkins, Evamarie",FALSE,Springer Nature,Scientific Reports,2045-2322,,2045-2322,2045-2322,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32179835,PMC7076013,ut:000562126100001,http://www.nature.com/articles/s41598-020-59059-3.pdf,TRUE
Leipzig U,2020,2026.84,10.3390/ma13071787,"Towards Macroporous α-Al2O3—Routes, Possibilities and Limitations","Carstens, Simon;Meyer, Ralf;Enke, Dirk",FALSE,MDPI AG,Materials,1996-1944,,1996-1944,1996-1944,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32290130,PMC7179033,ut:000529875600305,https://www.mdpi.com/1996-1944/13/7/1787/pdf,TRUE
Leipzig U,2020,1457.06,10.3390/molecules25020288,"Phytochemical Characterization and In Vitro Anti-Inflammatory, Antioxidant and Antimicrobial Activity of Combretum Collinum Fresen Leaves Extracts from Benin","Marquardt, Peter;Seide, Rick;Vissiennon, Cica;Schubert, Andreas;Birkemeyer, Claudia;Ahyi, Virgile;Fester, Karin",FALSE,MDPI AG,Molecules,1420-3049,,1420-3049,1420-3049,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,31936854,PMC7024300,ut:000515381800050,https://www.mdpi.com/1420-3049/25/2/288/pdf,TRUE
Leipzig U,2020,1014.52,10.3390/data5020038,Bioinformatics Analysis Identifying Key Biomarkers in Bladder Cancer,"Zhang, Chuan;Berndt-Paetz, Mandy;Neuhaus, Jochen",FALSE,MDPI AG,Data,2306-5729,,2306-5729,2306-5729,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,NA,NA,ut:000551253200016,https://www.mdpi.com/2306-5729/5/2/38/pdf,TRUE
Leipzig U,2020,1466.41,10.3390/jcm9020382,Prognostic Factors for Iatrogenic Tracheal Rupture: A Single-Center Retrospective Cohort Study,"Krämer, Sebastian;Broschewitz, Johannes;Kirsten, Holger;Sell, Carolin;Eichfeld, Uwe;Struck, Manuel Florian",FALSE,MDPI AG,Journal of Clinical Medicine,2077-0383,,2077-0383,2077-0383,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32024043,PMC7074133,ut:000518823000094,https://www.mdpi.com/2077-0383/9/2/382/pdf,TRUE
Leipzig U,2020,2040.85,10.1080/21623945.2020.1785083,A new human adipocyte model with PTEN haploinsufficiency,"Kässner, Franziska;Kirstein, Anna;Händel, Norman;Schmid, Gordian L.;Landgraf, Kathrin;Berthold, Antje;Tannert, Astrid;Schaefer, Michael;Wabitsch, Martin;Kiess, Wieland;Körner, Antje;Garten, Antje",FALSE,Informa UK Limited,Adipocyte,2162-3945,2162-3945,2162-397X,2162-3945,http://creativecommons.org/licenses/cc-by-nc/4.0/,TRUE,32579864,PMC7469440,ut:000544469400001,https://www.tandfonline.com/doi/pdf/10.1080/21623945.2020.1785083,TRUE
Leipzig U,2020,1763.2,10.1002/clc.23378,Are the atrial natriuretic peptides a missing link predicting low‐voltage areas in atrial fibrillation? Introducing the novel biomarker‐based atrial fibrillation substrate prediction (ANP) score,"Seewöster, Timm;Büttner, Petra;Zeynalova, Samira;Hindricks, Gerhard;Kornej, Jelena",FALSE,Wiley-Blackwell,Clinical Cardiology,0160-9289,0160-9289,1932-8737,0160-9289,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32462768,PMC7368300,ut:000535698700001,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fclc.23378,TRUE
Leipzig U,2020,1588.22,10.1371/journal.pone.0237237,Genome-wide association analysis of pulse wave velocity traits provide new insights into the causal relationship between arterial stiffness and blood pressure,"Rode, Michael;Teren, Andrej;Wirkner, Kerstin;Horn, Katrin;Kirsten, Holger;Loeffler, Markus;Scholz, Markus;Pott, Janne",FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,,1932-6203,1932-6203,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32790701,PMC7425880,ut:000562668300087,https://dx.plos.org/10.1371/journal.pone.0237237,TRUE
Leipzig U,2020,1934.56,10.3389/fnins.2020.00922,Verification of a Central Pacemaker in Brain Stem by Phase-Coupling Analysis Between HR Interval- and BOLD-Oscillations in the 0.10–0.15 Hz Frequency Band,"Pfurtscheller, Gert;Schwerdtfeger, Andreas R.;Rassler, Beate;Andrade, Alexandre;Schwarz, Gerhard;Klimesch, Wolfgang",FALSE,Frontiers Media SA,Frontiers in Neuroscience,1662-453X,,1662-453X,1662-453X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32982682,PMC7483659,ut:000570483700001,https://www.frontiersin.org/article/10.3389/fnins.2020.00922/full,TRUE
Leipzig U,2020,2170.56,10.1002/ehf2.12572,Methamphetamine‐related cardiovascular diseases,"Schwarzbach, Valentin;Lenk, Karsten;Laufs, Ulrich",FALSE,Wiley-Blackwell,ESC Heart Failure,2055-5822,2055-5822,2055-5822,2055-5822,http://creativecommons.org/licenses/cc-by-nc/4.0/,TRUE,31950731,PMC7160483,ut:000507598300001,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fehf2.12572,TRUE
Leipzig U,2020,1894.48,10.1186/s12891-020-3065-3,Which anatomic structures are responsible for the reduction loss after hybrid stabilization of osteoporotic fractures of the thoracolumbar spine?,"Spiegl, Ulrich J.;Ahrberg, Annette B.;Anemüller, Christine;Jarvers, Jan-Sven;Glasmacher, Stefan;von der Höh, Nicolaus;Josten, Christoph;Heyde, Christoph-Eckhard",FALSE,Springer Nature,BMC Musculoskeletal Disorders,1471-2474,,1471-2474,1471-2474,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,31996180,PMC6990563,ut:000521342200003,http://link.springer.com/content/pdf/10.1186/s12891-020-3065-3.pdf,TRUE
Leipzig U,2020,1940.88,10.3390/s20185074,Feasibility and Reliability of SmartWatch to Obtain 3-Lead Electrocardiogram Recordings,"Behzadi, Amirali;Sepehri Shamloo, Alireza;Mouratis, Konstantinos;Hindricks, Gerhard;Arya, Arash;Bollmann, Andreas",FALSE,MDPI AG,Sensors,1424-8220,,1424-8220,1424-8220,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32906661,PMC7571061,ut:000582025600001,https://www.mdpi.com/1424-8220/20/18/5074/pdf,TRUE
Leipzig U,2020,2007.9,10.3389/fmicb.2020.00689,UV Pretreatment Impairs the Enzymatic Degradation of Polyethylene Terephthalate,"Falkenstein, Patricia;Gräsing, Daniel;Bielytskyi, Pavlo;Zimmermann, Wolfgang;Matysik, Jörg;Wei, Ren;Song, Chen",FALSE,Frontiers Media SA,Frontiers in Microbiology,1664-302X,,1664-302X,1664-302X,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,32411102,PMC7199389,ut:000556609000001,https://www.frontiersin.org/article/10.3389/fmicb.2020.00689/full,TRUE
Leipzig U,2020,1535.1,10.1016/j.heliyon.2020.e04070,Borderline resistance to oxacillin in Staphylococcus aureus after treatment with sub-lethal sodium hypochlorite concentrations,"Speck, Stephanie;Wenke, Cindy;Feßler, Andrea T.;Kacza, Johannes;Geber, Franziska;Scholtzek, Anissa D.;Hanke, Dennis;Eichhorn, Inga;Schwarz, Stefan;Rosolowski, Maciej;Truyen, Uwe",FALSE,Elsevier BV,Heliyon,2405-8440,2405-8440,,2405-8440,http://creativecommons.org/licenses/cc-by-nc-nd/4.0/,TRUE,32613099,PMC7317233,ut:000545793800006,https://api.elsevier.com/content/article/PII:S2405844020309142?httpAccept=text/xml,TRUE
Leipzig U,2020,1934.59,10.3390/v12121397,Identification of Novel Feline Paramyxoviruses in Guignas (Leopardus guigna) from Chile,"Sieg, Michael;Sacristán, Irene;Busch, Johannes;Terio, Karen A.;Cabello, Javier;Hidalgo-Hermoso, Ezequiel;Millán, Javier;Böttcher, Denny;Heenemann, Kristin;Vahlenkamp, Thomas W.;Napolitano, Constanza",FALSE,MDPI AG,Viruses,1999-4915,,1999-4915,1999-4915,http://creativecommons.org/licenses/cc-by/4.0/,TRUE,33291219,PMC7762136,ut:000602554700001,https://www.mdpi.com/1999-4915/12/12/1397/pdf,TRUE
